user_id,name,age,gender,height_cm,weight_kg,goal,activity_level,steps_per_day,calories_intake,calories_burned,protein_intake_g,carbs_intake_g,fat_intake_g,water_intake_l,sleep_hours,workout_type,workout_duration_min,diet_type,body_fat_pct,heart_rate_avg,blood_pressure_sys,blood_pressure_dia,stress_level,mood,weekly_progress,trainer_assigned,membership_type,last_active_days,bmi
U0956,User956,39,Female,189.0,57.0,Muscle Gain,Medium,8745,2094,1018,119,143.0,107,1.5,8.0,Cardio,127,Vegan,12.7,94,111,76,4,Tired,1.09,No,Free,38,15.96
U0957,User957,52,Male,190.0,107.0,Weight Loss,Medium,16896,3367,1181,41,185.0,53,1.7,4.9,Strength,30,Keto,30.3,102,144,94,2,Stressed,-2.13,Yes,Free,32,29.64
U0958,User958,44,Female,162.0,102.0,Muscle Gain,Medium,4805,2594,407,152,210.0,27,1.4,9.3,Strength,147,Vegan,20.6,101,140,78,1,Energetic,-2.2,Yes,Free,25,38.87
U0959,User959,35,Female,161.0,103.0,Weight Loss,Medium,6418,2917,796,96,103.0,93,2.3,9.5,Mixed,103,Keto,9.1,103,116,78,2,Stressed,0.19,Yes,Premium,12,39.74
U0960,User960,60,Female,193.0,78.0,Muscle Gain,Medium,11279,3012,477,81,104.0,101,1.3,4.0,Mixed,125,Balanced,9.1,64,117,91,5,Stressed,1.52,No,Free,39,20.94
U0961,User961,33,Male,151.0,95.0,Muscle Gain,Low,13700,3107,249,118,212.0,106,4.1,9.5,Yoga,136,Keto,31.5,79,130,73,3,Happy,2.83,No,Premium,9,41.66
U0962,User962,47,Male,156.0,47.0,Weight Loss,Medium,8877,2091,1120,146,303.0,55,4.0,7.5,Mixed,122,Balanced,17.1,61,130,76,4,Tired,0.49,Yes,Premium,2,19.31
U0963,User963,48,Female,166.0,59.0,Maintain Fitness,High,3345,2903,1001,90,190.0,22,1.2,5.2,Strength,142,High Protein,9.3,89,120,73,4,Energetic,-2.97,Yes,Premium,42,21.41
U0964,User964,46,Male,190.0,70.0,Weight Loss,Low,11888,1663,180,120,172.0,77,3.7,3.6,Yoga,109,High Protein,17.6,71,117,68,4,Tired,0.2,No,Premium,4,19.39
U0965,User965,64,mal,165.0,86.0,Maintain Fitness,Medium,14254,2927,731,109,243.0,93,2.6,6.3,Mixed,36,Balanced,34.4,75,111,78,3,Stressed,-2.06,No,Free,24,31.59
U0966,User966,52,Female,164.0,65.0,Weight Loss,Medium,10566,3147,462,30,137.0,20,3.4,9.0,Cardio,28,Keto,26.3,60,126,69,4,Stressed,-2.39,Yes,Free,16,24.17
U0967,User967,27,Female,194.0,47.0,Muscle Gain,Medium,5965,1749,709,54,180.0,30,2.6,9.2,Cardio,23,Vegan,30.6,92,137,75,1,Energetic,0.32,Yes,Premium,39,12.49
U0968,User968,60,Female,155.0,76.0,Maintain Fitness,Low,16876,3620,1138,70,309.0,40,1.8,5.6,Yoga,46,Vegan,13.0,56,143,94,2,Stressed,0.29,Yes,Premium,42,31.63
U0969,User969,31,Female,170.0,77.0,Muscle Gain,High,13244,1430,921,157,321.0,21,3.1,3.7,Mixed,89,Keto,16.7,77,123,88,3,Tired,1.95,No,Free,7,26.64
U0970,User970,45,Male,154.0,57.0,Weight Loss,Medium,15606,2007,766,42,185.0,70,1.5,9.0,Mixed,94,Vegan,31.9,73,106,79,2,Energetic,-0.55,Yes,Free,40,24.03
U0971,User971,30,Male,165.0,95.0,Weight Loss,Medium,12578,2285,639,153,216.0,21,3.6,6.4,Cardio,138,Vegan,22.5,68,137,93,3,Tired,-0.44,Yes,Premium,36,34.89
U0972,User972,18,Male,180.0,100.0,Maintain Fitness,High,16520,1867,1041,42,319.0,80,3.2,8.2,Cardio,132,Balanced,16.9,93,116,82,3,Tired,0.05,No,Free,33,30.86
U0973,User973,39,Male,178.0,85.0,Maintain Fitness,High,14618,3480,1108,73,302.0,55,3.3,7.1,Cardio,139,Balanced,28.6,78,114,70,1,Tired,-2.57,No,Premium,33,26.83
U0974,User974,22,Female,163.0,91.0,Weight Loss,Low,11363,2281,990,57,168.0,33,3.4,7.5,Mixed,94,Keto,11.6,56,141,73,1,Tired,2.01,Yes,Free,0,34.25
U0975,User975,52,Female,184.0,47.0,Muscle Gain,High,6586,3486,257,116,359.0,77,4.2,9.2,Yoga,75,Keto,9.8,100,124,69,1,Tired,2.8,No,Premium,3,13.88
U0976,User976,41,Male,169.0,98.0,Maintain Fitness,Low,4494,2339,509,55,279.0,24,3.8,8.8,Cardio,134,High Protein,20.9,92,105,80,4,Tired,1.45,Yes,Free,20,34.31
U0977,User977,32,Male,183.0,94.0,Maintain Fitness,Low,3232,2652,384,83,319.0,62,3.4,7.4,Cardio,145,Keto,23.6,68,120,87,2,Stressed,-0.24,No,Free,35,28.07
U0978,User978,46,Male,193.0,46.0,Muscle Gain,Medium,9724,2579,604,106,232.0,59,1.8,4.4,Cardio,84,Vegan,19.0,71,119,85,1,Tired,1.24,No,Free,19,12.35
U0979,User979,43,Female,159.0,56.0,Muscle Gain,Low,12501,2088,462,32,121.0,64,3.9,4.0,Mixed,105,High Protein,13.4,86,131,83,3,Energetic,-0.51,No,Free,35,22.15
U0980,User980,36,Female,151.0,76.0,Weight Loss,High,13516,1601,165,34,347.0,65,2.1,4.6,Yoga,45,Balanced,8.6,94,143,84,2,Energetic,2.68,No,Free,16,33.33
U0981,User981,34,Female,180.0,97.0,Maintain Fitness,High,4932,2035,1006,93,397.0,20,3.2,6.7,Cardio,121,Keto,31.3,62,133,79,3,Energetic,-2.76,No,Free,40,29.94
U0982,User982,43,Male,166.0,90.0,Weight Loss,High,3860,3601,323,125,235.0,32,3.9,4.2,Yoga,132,Balanced,8.6,102,110,86,4,Energetic,-1.05,Yes,Free,26,32.66
U0983,User983,33,Male,156.0,52.0,Weight Loss,High,16141,2348,543,86,190.0,29,4.4,4.1,Strength,99,Vegan,34.4,83,110,81,5,Happy,-0.35,Yes,Premium,30,21.37
U0984,User984,39,Female,182.0,87.0,Maintain Fitness,High,12460,1998,1068,126,372.0,55,1.3,5.9,Cardio,111,Vegan,15.9,78,139,76,4,Happy,1.33,Yes,Free,37,26.26
U0985,,56,Male,,,Muscle Gain,High,17899,1629,429,67,,97,3.0,6.8,,86,Keto,27.6,94,140,65,4,Energetic,-1.34,Yes,,30,18.31
U0986,User986,19,Female,181.0,87.0,Weight Loss,Low,3453,1918,455,70,209.0,113,3.3,8.5,Cardio,96,Balanced,8.9,101,124,73,4,Tired,-2.27,Yes,Premium,24,26.56
U0987,User987,42,Male,166.0,75.0,Muscle Gain,Medium,14759,1436,1048,42,308.0,36,3.9,9.0,Mixed,87,High Protein,27.3,82,122,66,3,Energetic,1.02,No,Free,20,27.22
U0988,User988,57,Female,173.0,46.0,Maintain Fitness,Medium,5831,3656,198,49,314.0,45,2.9,4.4,Mixed,80,Keto,8.2,91,126,70,2,Energetic,0.85,No,Premium,21,15.37
U0989,User989,41,Male,190.0,97.0,Muscle Gain,High,8565,2291,1061,108,332.0,96,4.2,7.0,Yoga,41,Balanced,31.9,86,131,89,3,Happy,-1.98,Yes,Free,3,26.87
U0990,User990,32,Female,191.0,77.0,Weight Loss,Medium,6530,3207,334,38,253.0,56,1.7,8.9,Yoga,61,Keto,10.3,55,137,73,2,Tired,0.29,Yes,Premium,44,21.11
U0991,User991,32,Female,170.0,48.0,Weight Loss,Medium,2820,1935,167,124,290.0,49,4.4,3.8,Cardio,52,High Protein,18.2,96,115,76,3,Happy,-2.14,No,Premium,33,16.61
U0992,User992,57,Male,190.0,57.0,Maintain Fitness,High,12763,3404,403,52,231.0,37,3.4,4.6,Strength,125,Keto,33.2,74,129,78,2,Happy,-2.5,Yes,Premium,6,15.79
U0993,User993,22,Male,172.0,71.0,Weight Loss,High,17811,1408,870,39,219.0,111,3.5,4.9,Yoga,16,High Protein,11.2,98,128,71,5,Happy,0.71,No,Free,42,24.0
U0994,User994,51,Female,178.0,91.0,Muscle Gain,Medium,8161,2525,832,73,320.0,95,1.6,4.1,Cardio,44,Balanced,26.3,78,112,86,2,Happy,-0.76,Yes,Free,22,28.72
U0995,User995,25,Female,191.0,107.0,Muscle Gain,Medium,4327,2324,637,140,193.0,90,1.9,4.2,Mixed,62,High Protein,23.9,103,119,86,3,Tired,-0.35,No,Free,3,29.33
U0996,User996,59,Female,155.0,104.0,Maintain Fitness,Medium,7290,2495,1112,91,206.0,23,2.4,4.4,Cardio,24,Balanced,32.5,93,120,78,5,Happy,1.4,Yes,Free,35,43.29
U0997,User997,20,mal,194.0,83.0,Maintain Fitness,Medium,17709,3057,821,50,139.0,78,3.4,7.9,Yoga,59,High Protein,33.2,80,116,92,5,Energetic,0.07,Yes,Free,6,22.05
U0998,User998,64,Female,171.0,69.0,Muscle Gain,High,6890,1845,390,113,271.0,36,4.0,5.7,Mixed,112,Keto,29.7,87,116,78,1,Happy,2.66,No,Free,0,23.6
U0999,User999,20,Male,194.0,91.0,Weight Loss,High,14051,2584,1052,82,311.0,53,3.7,8.1,Strength,71,Balanced,29.0,97,132,76,3,Tired,-0.67,No,Free,44,24.18
U1000,User1000,63,Male,194.0,98.0,Weight Loss,High,2297,1751,432,132,356.0,117,2.6,9.1,Mixed,149,High Protein,14.1,84,144,67,5,Stressed,2.35,Yes,Premium,8,26.04
U1001,User1001,33,Female,161.0,80.0,Weigh Loss,meduim,12067,2663,436,100,181.0,42,4.2,5.3,Strength,89,Balanced,19.5,60,111,77,4,Happy,2.43,No,Premium,33,30.86
U1002,User1002,34,Male,182.0,94.0,Weight Loss,Medium,5008,3029,235,121,312.0,70,2.9,7.1,Yoga,111,Keto,19.4,57,109,89,2,Energetic,-0.55,Yes,Free,36,28.38
U1003,User1003,29,Male,179.0,92.0,Muscle Gain,Medium,5254,3359,1113,70,239.0,98,4.1,4.3,Cardio,80,Balanced,20.5,60,115,79,3,Tired,-2.09,No,Free,21,28.71
U1004,User1004,39,Female,184.0,83.0,Maintain Fitness,Low,6281,2999,545,148,384.0,113,2.7,6.5,Cardio,92,Vegan,8.3,90,110,79,2,Tired,1.52,No,Free,33,24.52
U1005,User1005,35,Male,165.0,109.0,Maintain Fitness,Medium,5339,1903,982,95,294.0,97,1.6,6.1,Cardio,87,Keto,32.2,73,123,77,1,Energetic,-2.03,Yes,Premium,41,40.04
U1006,User1006,26,Male,164.0,95.0,Muscle Gain,Low,16554,1983,902,108,313.0,26,4.3,4.0,Strength,104,Keto,14.1,62,120,72,2,Tired,-2.54,No,Free,42,35.32
U1007,User1007,41,Male,180.0,101.0,Muscle Gain,Medium,9290,1862,257,101,343.0,72,2.7,3.6,Cardio,97,Balanced,14.6,85,137,86,4,Energetic,-1.49,Yes,Free,19,31.17
U1008,User1008,33,mal,169.0,105.0,Weight Loss,High,2942,1401,734,63,320.0,89,2.6,6.6,Cardio,24,Vegan,16.8,89,112,72,2,Energetic,-1.19,No,Premium,33,36.76
U1009,User1009,47,Male,166.0,46.0,Muscle Gain,High,6132,2957,1192,56,390.0,114,3.3,8.0,Cardio,69,Balanced,21.5,104,112,76,3,Stressed,-2.97,No,Premium,14,16.69
U1010,User1010,35,Female,193.0,107.0,Weight Loss,Low,17970,1512,1157,59,306.0,117,2.2,8.9,Yoga,82,High Protein,11.4,72,138,91,1,Energetic,-0.8,No,Free,4,28.73
U1011,User1011,52,Male,171.0,62.0,Maintain Fitness,Low,11926,1717,222,78,103.0,66,3.1,5.5,Mixed,136,Vegan,15.4,98,110,93,1,Stressed,1.79,Yes,Premium,18,21.2
U1012,,42,Male,,,Muscle Gain,Low,10239,1937,1172,110,,68,1.7,9.2,,54,Keto,34.0,56,107,69,4,Stressed,-2.85,Yes,,19,31.96
U1013,User1013,41,Male,168.0,73.0,Maintain Fitness,meduim,11344,3748,673,138,155.0,32,3.6,8.1,Yoga,69,Balanced,16.3,98,122,92,1,Tired,-0.67,No,Free,11,25.86
U1014,User1014,64,Male,164.0,97.0,Weight Loss,High,9291,1653,258,122,188.0,32,2.1,4.1,Mixed,125,Balanced,18.6,87,128,88,5,Happy,-1.24,Yes,Free,33,36.06
U1015,User1015,43,Male,179.0,66.0,Maintain Fitness,Low,4267,3221,1012,61,222.0,111,4.1,8.1,Yoga,108,Keto,21.1,55,140,92,1,Stressed,2.24,No,Free,42,20.6
U1016,User1016,18,Female,150.0,94.0,Muscle Gain,High,2348,1910,503,54,377.0,106,2.7,9.4,Cardio,51,Balanced,21.3,91,129,91,5,Stressed,-1.08,Yes,Premium,22,41.78
U1017,User1017,44,Male,177.0,64.0,Weight Loss,Medium,10440,1772,922,112,221.0,33,4.3,7.2,Yoga,126,Vegan,27.3,100,122,94,3,Stressed,-0.13,No,Free,42,20.43
U1018,User1018,43,Female,151.0,54.0,Weight Loss,Medium,6692,3478,746,44,355.0,24,1.3,7.5,Strength,64,Vegan,32.6,74,107,70,4,Happy,2.1,No,Premium,34,23.68
U1019,,41,Male,,,Muscle Gain,Low,8326,2828,364,79,,24,3.0,8.2,,38,Keto,11.0,59,105,71,4,Tired,-2.73,No,,1,20.38
U1020,User1020,36,Male,177.0,104.0,Maintain Fitness,Low,5372,3700,1140,136,341.0,24,3.0,5.3,Yoga,39,Vegan,32.7,98,112,80,4,Tired,2.76,Yes,Free,3,33.2
U1021,User1021,50,Female,153.0,49.0,Weight Loss,Low,4997,3519,443,35,120.0,119,1.3,5.2,Yoga,45,Vegan,24.2,100,131,67,2,Happy,-0.61,Yes,Premium,26,20.93
U1022,User1022,63,Male,153.0,67.0,Weight Loss,High,2236,3603,1167,63,241.0,38,2.0,6.5,Yoga,73,Balanced,28.7,90,140,75,1,Happy,0.58,No,Premium,21,28.62
U1023,User1023,49,Female,150.0,97.0,Muscle Gain,Low,4920,2205,157,43,317.0,88,2.3,9.0,Mixed,81,Vegan,10.1,75,144,68,4,Tired,2.75,No,Premium,3,43.11
U1024,User1024,28,Male,160.0,72.0,Weight Loss,Medium,11356,3212,607,75,267.0,59,1.3,8.0,Strength,69,Balanced,15.3,83,130,77,4,Happy,-0.98,No,Free,35,28.12
U1025,User1025,30,Female,194.0,77.0,Weigh Loss,High,7959,3537,748,58,106.0,104,2.3,7.1,Cardio,74,High Protein,14.4,102,142,77,4,Happy,2.28,Yes,Premium,14,20.46
U1026,User1026,40,Female,186.0,67.0,Maintain Fitness,Low,10393,3067,411,86,145.0,69,3.9,4.5,Strength,126,Balanced,28.3,56,115,72,5,Happy,2.7,No,Free,16,19.37
U1027,User1027,34,mal,161.0,109.0,Muscle Gain,Low,17456,1482,863,38,136.0,62,1.4,6.7,Mixed,28,High Protein,29.1,74,121,80,5,Energetic,1.67,Yes,Premium,17,42.05
U1028,User1028,53,Female,180.0,99.0,Weight Loss,Low,13976,3307,638,100,167.0,73,3.6,6.8,Strength,143,Vegan,18.0,86,122,79,5,Stressed,-2.41,Yes,Free,22,30.56
U1029,User1029,54,Male,155.0,54.0,Maintain Fitness,Low,15621,2724,736,106,144.0,54,4.2,3.7,Mixed,31,Keto,20.3,101,124,76,3,Stressed,1.48,No,Premium,28,22.48
U1030,User1030,31,Male,179.0,80.0,Muscle Gain,Medium,5426,2508,397,119,275.0,59,2.9,3.5,Cardio,20,Vegan,21.9,67,115,68,1,Stressed,2.43,Yes,Premium,38,24.97
U1031,User1031,44,Male,173.0,56.0,Weight Loss,Medium,15425,3724,276,39,138.0,91,4.5,3.5,Mixed,131,Vegan,26.9,93,134,75,5,Stressed,1.33,No,Premium,3,18.71
U1032,User1032,25,Female,153.0,65.0,Muscle Gain,Low,4904,2392,520,72,244.0,88,2.3,6.4,Yoga,134,Vegan,10.8,91,128,75,5,Tired,-2.54,No,Premium,31,27.77
U1033,User1033,38,Male,160.0,73.0,Muscle Gain,Low,17822,2327,232,44,371.0,93,1.5,7.8,Mixed,44,Vegan,32.3,76,127,92,3,Stressed,-2.78,No,Free,43,28.52
U1034,User1034,39,Female,154.0,83.0,Muscle Gain,High,6798,3694,881,87,376.0,85,1.9,7.7,Mixed,74,High Protein,27.1,63,115,74,5,Energetic,-2.23,Yes,Free,27,35.0
U1035,User1035,62,Female,166.0,62.0,Maintain Fitness,Low,17037,1742,221,147,178.0,92,2.8,8.3,Mixed,57,Keto,10.6,86,142,85,5,Happy,0.05,No,Premium,15,22.5
U1036,User1036,31,Female,169.0,100.0,Muscle Gain,Medium,7087,2254,620,57,180.0,21,4.5,5.1,Yoga,131,Balanced,14.1,87,121,75,3,Energetic,-0.99,Yes,Free,17,35.01
U1037,User1037,26,Female,153.0,105.0,Maintain Fitness,High,2405,2611,399,143,228.0,100,2.5,4.5,Cardio,81,Keto,31.6,92,107,69,1,Happy,1.57,Yes,Premium,41,44.85
U1038,User1038,48,Male,156.0,47.0,Weight Loss,meduim,15121,1813,553,96,382.0,72,3.1,3.7,Mixed,129,Balanced,15.7,82,121,73,4,Energetic,0.73,Yes,Free,20,19.31
U1039,User1039,52,Male,182.0,55.0,Maintain Fitness,Medium,15968,1765,984,99,184.0,48,2.4,4.3,Strength,85,High Protein,8.9,60,122,83,5,Energetic,-0.37,No,Premium,36,16.6
U1040,User1040,22,Male,187.0,100.0,Muscle Gain,High,6101,2185,1072,42,351.0,117,3.8,3.7,Mixed,34,High Protein,21.5,98,133,74,4,Happy,-1.69,No,Free,17,28.6
U1041,User1041,55,Male,177.0,57.0,Muscle Gain,High,10204,2072,200,37,320.0,95,3.2,4.9,Mixed,63,Keto,27.7,78,143,94,1,Happy,-1.7,No,Free,21,18.19
U1042,User1042,33,Male,161.0,91.0,Weigh Loss,meduim,6177,3166,1183,133,174.0,77,3.4,7.4,Strength,115,Keto,30.0,79,139,68,4,Energetic,0.64,No,Free,9,35.11
U1043,User1043,60,Female,191.0,85.0,Muscle Gain,Medium,17234,1701,985,108,137.0,96,4.1,9.3,Yoga,143,Keto,11.6,63,109,77,3,Tired,0.83,Yes,Premium,25,23.3
U1044,User1044,36,Female,162.0,54.0,Muscle Gain,Medium,3547,2736,347,122,198.0,44,4.0,6.6,Yoga,55,High Protein,24.6,99,144,68,4,Tired,-2.11,No,Premium,38,20.58
U1045,User1045,29,Female,153.0,55.0,Maintain Fitness,Medium,12962,2175,385,66,211.0,71,2.6,8.1,Strength,30,Keto,19.5,63,132,92,3,Stressed,2.51,Yes,Free,44,23.5
U1046,User1046,49,Male,184.0,74.0,Weight Loss,Medium,11639,1445,505,159,252.0,85,1.7,7.9,Cardio,65,Balanced,8.9,81,118,85,4,Stressed,2.6,No,Free,17,21.86
U1047,User1047,20,Female,193.0,96.0,Maintain Fitness,High,7114,3550,939,87,132.0,117,3.4,4.6,Yoga,25,Keto,11.8,82,129,89,4,Energetic,2.97,No,Premium,2,25.77
U1048,User1048,31,mal,153.0,79.0,Muscle Gain,Low,6363,2975,772,113,194.0,44,3.4,8.5,Yoga,146,Keto,17.3,100,116,75,4,Energetic,-0.9,No,Premium,14,33.75
U1049,User1049,39,Female,191.0,72.0,Muscle Gain,Low,14334,2421,470,82,154.0,116,1.4,4.8,Yoga,30,High Protein,22.7,71,115,69,5,Happy,-0.48,No,Free,23,19.74
U1050,User1050,20,Female,172.0,58.0,Maintain Fitness,High,13608,1496,972,76,309.0,44,2.6,8.5,Yoga,89,Keto,19.5,62,123,85,5,Tired,-0.56,Yes,Free,25,19.61
U1051,,34,Male,,,Maintain Fitness,High,10058,2602,1049,34,,58,4.2,3.5,,131,Keto,17.8,78,139,68,1,Stressed,1.95,Yes,,22,23.88
U1052,User1052,61,Male,174.0,105.0,Maintain Fitness,High,16232,1606,886,110,347.0,75,3.4,3.8,Cardio,142,Vegan,27.1,92,140,72,3,Stressed,-1.92,Yes,Free,25,34.68
U1053,User1053,64,Male,170.0,65.0,Weight Loss,High,8701,3714,769,134,146.0,35,3.1,7.0,Strength,45,Vegan,27.5,102,137,89,2,Energetic,-1.19,No,Premium,31,22.49
U1054,User1054,55,Female,157.0,83.0,Maintain Fitness,Medium,8027,3426,152,100,301.0,83,2.5,8.5,Cardio,106,High Protein,15.9,91,128,68,5,Tired,1.55,Yes,Free,22,33.67
U1055,User1055,30,Male,176.0,75.0,Weight Loss,High,12231,3564,301,34,141.0,33,3.3,3.8,Yoga,62,Keto,18.1,59,113,90,4,Tired,-2.08,No,Premium,21,24.21
U1056,User1056,49,Female,152.0,76.0,Maintain Fitness,Low,3916,1779,417,55,259.0,87,1.7,6.0,Strength,62,High Protein,18.9,62,125,76,5,Happy,-2.99,No,Free,12,32.89
U1057,User1057,24,Female,177.0,46.0,Muscle Gain,Medium,12142,3243,905,74,118.0,29,4.2,3.9,Cardio,98,High Protein,16.7,100,109,72,3,Stressed,2.84,No,Premium,27,14.68
U1058,User1058,19,Male,194.0,51.0,Muscle Gain,Medium,8059,3792,551,34,320.0,91,3.0,4.4,Mixed,25,Keto,34.7,63,123,87,5,Happy,-1.21,No,Free,9,13.55
U1059,User1059,55,mal,162.0,86.0,Weight Loss,Medium,13326,3358,577,32,143.0,112,3.1,4.9,Yoga,121,Keto,25.5,76,128,65,1,Stressed,2.58,No,Free,20,32.77
U1060,User1060,60,Female,177.0,79.0,Muscle Gain,Medium,2006,1564,530,123,237.0,77,2.4,3.8,Strength,114,Vegan,18.3,95,116,84,3,Tired,1.76,No,Free,1,25.22
U1061,User1061,52,Male,152.0,99.0,Weight Loss,Low,15868,3538,554,32,125.0,101,4.0,7.4,Yoga,64,Balanced,27.3,81,121,77,1,Stressed,0.68,Yes,Premium,44,42.85
U1062,User1062,34,Male,181.0,104.0,Weight Loss,Medium,8781,1793,760,37,368.0,80,1.7,5.9,Yoga,93,Keto,12.9,61,111,90,3,Happy,-2.15,Yes,Premium,21,31.75
U1063,User1063,53,Male,160.0,102.0,Weight Loss,Medium,10310,1518,1040,151,281.0,64,4.3,6.7,Cardio,129,Vegan,20.5,64,131,87,2,Tired,2.26,Yes,Premium,41,39.84
U1064,User1064,39,Male,152.0,97.0,Muscle Gain,Low,13573,2266,553,70,332.0,62,4.2,7.3,Cardio,15,Vegan,15.3,87,143,72,1,Energetic,-1.09,Yes,Premium,16,41.98
U1065,User1065,51,Female,152.0,72.0,Maintain Fitness,Low,15117,2602,618,62,116.0,28,1.7,4.2,Yoga,105,Keto,22.0,58,123,72,1,Happy,0.33,Yes,Free,27,31.16
U1066,User1066,21,Male,170.0,86.0,Maintain Fitness,High,5340,1886,1126,145,151.0,79,3.1,7.0,Strength,68,Vegan,12.0,94,121,71,4,Tired,-2.54,No,Free,42,29.76
U1067,User1067,41,Female,154.0,80.0,Weight Loss,Medium,9590,3401,441,144,233.0,102,1.4,9.0,Yoga,131,Balanced,18.3,86,136,84,3,Energetic,0.36,Yes,Free,3,33.73
U1068,User1068,62,Male,165.0,66.0,Maintain Fitness,Low,17888,2772,237,60,128.0,97,2.3,8.9,Yoga,126,Vegan,32.2,57,133,65,5,Energetic,2.36,No,Free,3,24.24
U1069,User1069,54,Male,191.0,84.0,Muscle Gain,High,5210,3317,267,81,265.0,60,3.6,9.0,Yoga,91,Balanced,9.6,60,130,72,3,Stressed,-0.43,Yes,Premium,37,23.03
U1070,User1070,61,Male,177.0,98.0,Maintain Fitness,Medium,4100,2122,1047,57,318.0,96,2.4,9.4,Cardio,101,Balanced,34.4,70,134,82,1,Tired,1.74,Yes,Free,24,31.28
U1071,User1071,42,Male,151.0,107.0,Muscle Gain,Low,10812,2406,450,128,221.0,54,3.4,7.1,Cardio,75,Balanced,34.4,98,143,76,4,Stressed,-2.06,Yes,Premium,35,46.93
U1072,User1072,45,Male,157.0,105.0,Maintain Fitness,Medium,5289,2887,262,69,356.0,48,3.0,4.5,Mixed,68,Vegan,8.9,88,108,75,1,Energetic,1.26,No,Premium,8,42.6
U1073,User1073,36,Female,166.0,76.0,Maintain Fitness,High,12315,1488,1157,88,263.0,86,4.1,8.2,Cardio,38,Keto,24.1,58,142,78,5,Energetic,2.92,No,Premium,13,27.58
U1074,,44,Female,,,Maintain Fitness,Low,15840,1763,417,102,,40,1.6,8.5,,40,High Protein,25.7,66,122,72,2,Happy,-0.08,Yes,,7,29.07
U1075,User1075,29,Male,172.0,45.0,Muscle Gain,Medium,13263,2361,1117,50,292.0,23,1.3,7.3,Mixed,146,Balanced,21.7,67,114,72,4,Stressed,-2.53,No,Free,41,15.21
U1076,User1076,56,Female,161.0,102.0,Maintain Fitness,Low,3197,3576,1041,35,150.0,119,1.9,3.7,Yoga,117,Balanced,27.6,100,141,88,4,Stressed,0.38,No,Free,14,39.35
U1077,User1077,30,Male,182.0,51.0,Muscle Gain,Medium,13738,2240,884,63,302.0,71,3.9,9.4,Mixed,34,Balanced,16.0,63,113,81,2,Energetic,2.73,Yes,Premium,42,15.4
U1078,User1078,24,Female,167.0,82.0,Maintain Fitness,High,14507,1688,802,108,202.0,98,1.7,9.0,Yoga,81,Vegan,26.4,63,141,85,4,Energetic,2.82,No,Free,17,29.4
U1079,User1079,18,Male,176.0,95.0,Weight Loss,Low,5896,3530,384,51,187.0,102,2.0,3.7,Yoga,115,High Protein,31.8,62,134,78,2,Tired,-2.96,Yes,Premium,35,30.67
U1080,User1080,33,Female,154.0,81.0,Muscle Gain,Medium,15257,3540,697,75,355.0,54,3.2,9.0,Cardio,112,High Protein,27.3,61,138,83,1,Tired,0.24,Yes,Free,11,34.15
U1081,User1081,36,Female,152.0,105.0,Maintain Fitness,Medium,17753,1877,710,40,201.0,108,1.6,6.9,Yoga,131,Keto,32.5,69,126,72,5,Energetic,-1.97,No,Premium,39,45.45
U1082,User1082,24,Female,190.0,78.0,Maintain Fitness,Low,12219,3119,1103,148,229.0,106,3.7,3.6,Yoga,69,High Protein,25.1,69,143,73,5,Energetic,-2.26,Yes,Premium,14,21.61
U1083,User1083,47,Male,191.0,54.0,Weight Loss,High,5616,3336,1173,107,210.0,75,2.9,8.6,Strength,88,Balanced,13.0,59,119,71,5,Stressed,-2.95,No,Premium,39,14.8
U1084,User1084,29,Male,169.0,84.0,Weight Loss,Medium,12277,2559,948,93,317.0,77,2.2,4.9,Yoga,52,Vegan,23.0,55,117,85,5,Happy,-1.18,No,Premium,33,29.41
U1085,User1085,64,Male,188.0,103.0,Muscle Gain,Low,15126,2165,491,43,378.0,31,3.8,8.0,Strength,34,High Protein,16.8,83,123,82,1,Happy,1.12,Yes,Free,9,29.14
U1086,User1086,42,Male,191.0,94.0,Weigh Loss,Medium,2895,2547,795,147,297.0,46,2.7,4.4,Cardio,16,Vegan,33.0,75,128,73,4,Stressed,2.66,Yes,Premium,24,25.77
U1087,User1087,60,Male,181.0,72.0,Maintain Fitness,High,7968,2267,1160,107,102.0,55,4.4,6.4,Yoga,78,Vegan,8.7,82,117,87,4,Happy,0.63,Yes,Premium,16,21.98
U1088,User1088,55,Male,183.0,64.0,Weight Loss,Low,10286,3197,314,71,128.0,44,1.5,5.4,Strength,82,Balanced,33.6,84,134,72,3,Tired,-1.56,No,Free,29,19.11
U1089,User1089,31,Female,182.0,48.0,Maintain Fitness,Medium,17910,1657,528,129,123.0,49,4.3,5.0,Strength,78,Balanced,10.1,70,121,76,1,Happy,-1.44,Yes,Premium,10,14.49
U1090,User1090,23,Male,177.0,65.0,Weight Loss,Low,10754,2248,1127,107,142.0,116,1.9,4.7,Yoga,134,Keto,14.7,66,107,75,4,Stressed,-1.37,No,Free,35,20.75
U1091,User1091,62,Male,163.0,53.0,Muscle Gain,High,6090,2021,1176,76,333.0,47,3.1,4.7,Cardio,78,Keto,13.5,95,116,74,5,Stressed,-2.05,No,Free,19,19.95
U1092,User1092,60,Female,189.0,104.0,Maintain Fitness,High,3476,3570,1045,150,351.0,48,1.9,7.5,Strength,143,Keto,18.0,89,119,88,2,Energetic,-2.01,Yes,Free,22,29.11
